#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">Jury</h1>  <p align="center"> <a href="https://pypi.org/project/jury"><img src="https://img.shields.io/pypi/pyversions/jury" alt="Python versions"></a> <a href="https://pepy.tech/project/jury"><img src="https://pepy.tech/badge/jury" alt="downloads"></a> <a href="https://pypi.org/project/jury"><img src="https://img.shields.io/pypi/v/jury?
1-1	0-1	<	*[523]|*[775]	SOFTWARE[523]|SOFTWARE[775]
#Text=\; a short explaination is that PYPI does not allow indexing a package which  are directly dependent on non-pypi packages due to security reasons.
39-1	12963-12964	\;	*[775]	SOFTWARE[775]
39-2	12965-12966	a	*[775]	SOFTWARE[775]
39-3	12967-12972	short	*[775]	SOFTWARE[775]
39-4	12973-12985	explaination	*[775]	SOFTWARE[775]
39-5	12986-12988	is	*[775]	SOFTWARE[775]
39-6	12989-12993	that	*[775]	SOFTWARE[775]
39-7	12994-12998	PYPI	*[775]	SOFTWARE[775]
39-8	12999-13003	does	*[775]	SOFTWARE[775]
39-9	13004-13007	not	*[775]	SOFTWARE[775]
39-10	13008-13013	allow	*[775]	SOFTWARE[775]
39-11	13014-13022	indexing	*[775]	SOFTWARE[775]
39-12	13023-13024	a	*[775]	SOFTWARE[775]
39-13	13025-13032	package	*[775]	SOFTWARE[775]
39-14	13033-13038	which	*[775]	SOFTWARE[775]
39-15	13040-13043	are	*[775]	SOFTWARE[775]
39-16	13044-13052	directly	*[775]	SOFTWARE[775]
39-17	13053-13062	dependent	*[775]	SOFTWARE[775]
39-18	13063-13065	on	*[775]	SOFTWARE[775]
39-19	13066-13074	non-pypi	*[775]	SOFTWARE[775]
39-20	13075-13083	packages	*[775]	SOFTWARE[775]
39-21	13084-13087	due	*[775]	SOFTWARE[775]
39-22	13088-13090	to	*[775]	SOFTWARE[775]
39-23	13091-13099	security	*[775]	SOFTWARE[775]
39-24	13100-13107	reasons	*[775]	SOFTWARE[775]
39-25	13107-13108	.	*[775]	SOFTWARE[775]

#Text=The file `requirements-dev.txt` includes packages  which are currently only available through a git source, or they are PYPI packages with no recent release or  incompatible with Jury, so that they are added as git sources or pointing to specific commits.
40-1	13109-13112	The	*[775]	SOFTWARE[775]
40-2	13113-13117	file	*[775]	SOFTWARE[775]
40-3	13118-13119	`	*[775]	SOFTWARE[775]
40-4	13119-13139	requirements-dev.txt	*[775]	SOFTWARE[775]
40-5	13139-13140	`	*[775]	SOFTWARE[775]
40-6	13141-13149	includes	*[775]	SOFTWARE[775]
40-7	13150-13158	packages	*[775]	SOFTWARE[775]
40-8	13160-13165	which	*[775]	SOFTWARE[775]
40-9	13166-13169	are	*[775]	SOFTWARE[775]
40-10	13170-13179	currently	*[775]	SOFTWARE[775]
40-11	13180-13184	only	*[775]	SOFTWARE[775]
40-12	13185-13194	available	*[775]	SOFTWARE[775]
40-13	13195-13202	through	*[775]	SOFTWARE[775]
40-14	13203-13204	a	*[775]	SOFTWARE[775]
40-15	13205-13208	git	*[775]	SOFTWARE[775]
40-16	13209-13215	source	*[775]	SOFTWARE[775]
40-17	13215-13216	,	*[775]	SOFTWARE[775]
40-18	13217-13219	or	*[775]	SOFTWARE[775]
40-19	13220-13224	they	*[775]	SOFTWARE[775]
40-20	13225-13228	are	*[775]	SOFTWARE[775]
40-21	13229-13233	PYPI	*[775]	SOFTWARE[775]
40-22	13234-13242	packages	*[775]	SOFTWARE[775]
40-23	13243-13247	with	*[775]	SOFTWARE[775]
40-24	13248-13250	no	*[775]	SOFTWARE[775]
40-25	13251-13257	recent	*[775]	SOFTWARE[775]
40-26	13258-13265	release	*[775]	SOFTWARE[775]
40-27	13266-13268	or	*[775]	SOFTWARE[775]
40-28	13270-13282	incompatible	*[775]	SOFTWARE[775]
40-29	13283-13287	with	*[775]	SOFTWARE[775]
40-30	13288-13292	Jury	*[775]	SOFTWARE[775]
40-31	13292-13293	,	*[775]	SOFTWARE[775]
40-32	13294-13296	so	*[775]	SOFTWARE[775]
40-33	13297-13301	that	*[775]	SOFTWARE[775]
40-34	13302-13306	they	*[775]	SOFTWARE[775]
40-35	13307-13310	are	*[775]	SOFTWARE[775]
40-36	13311-13316	added	*[775]	SOFTWARE[775]
40-37	13317-13319	as	*[775]	SOFTWARE[775]
40-38	13320-13323	git	*[775]	SOFTWARE[775]
40-39	13324-13331	sources	*[775]	SOFTWARE[775]
40-40	13332-13334	or	*[775]	SOFTWARE[775]
40-41	13335-13343	pointing	*[775]	SOFTWARE[775]
40-42	13344-13346	to	*[775]	SOFTWARE[775]
40-43	13347-13355	specific	*[775]	SOFTWARE[775]
40-44	13356-13363	commits	*[775]	SOFTWARE[775]
40-45	13363-13364	.	*[775]	SOFTWARE[775]

#Text=pip install -r requirements-dev.txt  ### Tests  To tests simply run.
41-1	13370-13373	pip	*[775]	SOFTWARE[775]
41-2	13374-13381	install	*[775]	SOFTWARE[775]
41-3	13382-13383	-	*[775]	SOFTWARE[775]
41-4	13383-13384	r	*[775]	SOFTWARE[775]
41-5	13385-13405	requirements-dev.txt	*[775]	SOFTWARE[775]
41-6	13407-13408	#	*[775]	SOFTWARE[775]
41-7	13408-13409	#	*[775]	SOFTWARE[775]
41-8	13409-13410	#	*[775]	SOFTWARE[775]
41-9	13411-13416	Tests	*[775]	SOFTWARE[775]
41-10	13418-13420	To	*[775]	SOFTWARE[775]
41-11	13421-13426	tests	*[775]	SOFTWARE[775]
41-12	13427-13433	simply	*[775]	SOFTWARE[775]
41-13	13434-13437	run	*[775]	SOFTWARE[775]
41-14	13437-13438	.	*[775]	SOFTWARE[775]

#Text=python tests/run\_tests.py  ### Code Style  To check code style,      python tests/run\_code\_style.py check  To format codebase,      python tests/run\_code\_style.py format   ## <div align="center"> Citation </div>  If you use this package in your work, please cite it as:      @misc{cavusoglu2023jury,       title={Jury: A Comprehensive Evaluation Toolkit},        author={Devrim Cavusoglu and Ulas Sert and Secil Sen and Sinan Altinuc},       year={2023},       eprint={2310.02040},       archivePrefix={arXiv},       primaryClass={cs.CL},       doi={10.48550/arXiv.2310.02040}     }  ## Community Interaction  We use the GitHub Issue Tracker to track issues in general.
42-1	13444-13450	python	*[775]	SOFTWARE[775]
42-2	13451-13456	tests	*[775]	SOFTWARE[775]
42-3	13456-13457	/	*[775]	SOFTWARE[775]
42-4	13457-13469	run\_tests.py	*[775]	SOFTWARE[775]
42-5	13471-13472	#	*[775]	SOFTWARE[775]
42-6	13472-13473	#	*[775]	SOFTWARE[775]
42-7	13473-13474	#	*[775]	SOFTWARE[775]
42-8	13475-13479	Code	*[775]	SOFTWARE[775]
42-9	13480-13485	Style	*[775]	SOFTWARE[775]
42-10	13487-13489	To	*[775]	SOFTWARE[775]
42-11	13490-13495	check	*[775]	SOFTWARE[775]
42-12	13496-13500	code	*[775]	SOFTWARE[775]
42-13	13501-13506	style	*[775]	SOFTWARE[775]
42-14	13506-13507	,	*[775]	SOFTWARE[775]
42-15	13513-13519	python	*[775]	SOFTWARE[775]
42-16	13520-13525	tests	*[775]	SOFTWARE[775]
42-17	13525-13526	/	*[775]	SOFTWARE[775]
42-18	13526-13543	run\_code\_style.py	*[775]	SOFTWARE[775]
42-19	13544-13549	check	*[775]	SOFTWARE[775]
42-20	13551-13553	To	*[775]	SOFTWARE[775]
42-21	13554-13560	format	*[775]	SOFTWARE[775]
42-22	13561-13569	codebase	*[775]	SOFTWARE[775]
42-23	13569-13570	,	*[775]	SOFTWARE[775]
42-24	13576-13582	python	*[775]	SOFTWARE[775]
42-25	13583-13588	tests	*[775]	SOFTWARE[775]
42-26	13588-13589	/	*[775]	SOFTWARE[775]
42-27	13589-13606	run\_code\_style.py	*[775]	SOFTWARE[775]
42-28	13607-13613	format	*[775]	SOFTWARE[775]
42-29	13616-13617	#	*[775]	SOFTWARE[775]
42-30	13617-13618	#	*[775]	SOFTWARE[775]
42-31	13619-13620	<	*[775]	SOFTWARE[775]
42-32	13620-13623	div	*[775]	SOFTWARE[775]
42-33	13624-13629	align	*[775]	SOFTWARE[775]
42-34	13629-13630	=	*[775]	SOFTWARE[775]
42-35	13630-13631	"	*[775]	SOFTWARE[775]
42-36	13631-13637	center	*[775]	SOFTWARE[775]
42-37	13637-13638	"	*[775]	SOFTWARE[775]
42-38	13638-13639	>	*[775]	SOFTWARE[775]
42-39	13640-13648	Citation	*[775]	SOFTWARE[775]
42-40	13649-13650	<	*[775]	SOFTWARE[775]
42-41	13650-13651	/	*[775]	SOFTWARE[775]
42-42	13651-13654	div	*[775]	SOFTWARE[775]
42-43	13654-13655	>	*[775]	SOFTWARE[775]
42-44	13657-13659	If	*[775]	SOFTWARE[775]
42-45	13660-13663	you	*[775]	SOFTWARE[775]
42-46	13664-13667	use	*[775]	SOFTWARE[775]
42-47	13668-13672	this	*[775]	SOFTWARE[775]
42-48	13673-13680	package	*[775]	SOFTWARE[775]
42-49	13681-13683	in	*[775]	SOFTWARE[775]
42-50	13684-13688	your	*[775]	SOFTWARE[775]
42-51	13689-13693	work	*[775]	SOFTWARE[775]
42-52	13693-13694	,	*[775]	SOFTWARE[775]
42-53	13695-13701	please	*[775]	SOFTWARE[775]
42-54	13702-13706	cite	*[775]	SOFTWARE[775]
42-55	13707-13709	it	*[775]	SOFTWARE[775]
42-56	13710-13712	as	*[775]	SOFTWARE[775]
42-57	13712-13713	:	*[775]	SOFTWARE[775]
42-58	13719-13720	@	*[775]	SOFTWARE[775]
42-59	13720-13724	misc	*[775]	SOFTWARE[775]
42-60	13724-13725	{	*[775]	SOFTWARE[775]
42-61	13725-13742	cavusoglu2023jury	*[775]	SOFTWARE[775]
42-61	13738-13742	jury	*[775]	SOFTWARE[775]
42-62	13742-13743	,	*[775]	SOFTWARE[775]
42-63	13750-13755	title	*[775]	SOFTWARE[775]
42-64	13755-13756	=	*[775]	SOFTWARE[775]
42-65	13756-13757	{	*[775]	SOFTWARE[775]
42-66	13757-13761	Jury	*[775]	SOFTWARE[775]
42-67	13761-13762	:	*[775]	SOFTWARE[775]
42-68	13763-13764	A	*[775]	SOFTWARE[775]
42-69	13765-13778	Comprehensive	*[775]	SOFTWARE[775]
42-70	13779-13789	Evaluation	*[775]	SOFTWARE[775]
42-71	13790-13797	Toolkit	*[775]	SOFTWARE[775]
42-72	13797-13798	}	*[775]	SOFTWARE[775]
42-73	13798-13799	,	*[775]	SOFTWARE[775]
42-74	13807-13813	author	*[775]	SOFTWARE[775]
42-75	13813-13814	=	*[775]	SOFTWARE[775]
42-76	13814-13815	{	*[775]	SOFTWARE[775]
42-77	13815-13821	Devrim	*[775]	SOFTWARE[775]
42-78	13822-13831	Cavusoglu	*[775]	SOFTWARE[775]
42-79	13832-13835	and	*[775]	SOFTWARE[775]
42-80	13836-13840	Ulas	*[775]	SOFTWARE[775]
42-81	13841-13845	Sert	*[775]	SOFTWARE[775]
42-82	13846-13849	and	*[775]	SOFTWARE[775]
42-83	13850-13855	Secil	*[775]	SOFTWARE[775]
42-84	13856-13859	Sen	*[775]	SOFTWARE[775]
42-85	13860-13863	and	*[775]	SOFTWARE[775]
42-86	13864-13869	Sinan	*[775]	SOFTWARE[775]
42-87	13870-13877	Altinuc	*[775]	SOFTWARE[775]
42-88	13877-13878	}	*[775]	SOFTWARE[775]
42-89	13878-13879	,	*[775]	SOFTWARE[775]
42-90	13886-13890	year	*[775]	SOFTWARE[775]
42-91	13890-13891	=	*[775]	SOFTWARE[775]
42-92	13891-13892	{	*[775]	SOFTWARE[775]
42-93	13892-13896	2023	*[775]	SOFTWARE[775]
42-94	13896-13897	}	*[775]	SOFTWARE[775]
42-95	13897-13898	,	*[775]	SOFTWARE[775]
42-96	13905-13911	eprint	*[775]	SOFTWARE[775]
42-97	13911-13912	=	*[775]	SOFTWARE[775]
42-98	13912-13913	{	*[775]	SOFTWARE[775]
42-99	13913-13923	2310.02040	*[775]	SOFTWARE[775]
42-100	13923-13924	}	*[775]	SOFTWARE[775]
42-101	13924-13925	,	*[775]	SOFTWARE[775]
42-102	13932-13945	archivePrefix	*[775]	SOFTWARE[775]
42-103	13945-13946	=	*[775]	SOFTWARE[775]
42-104	13946-13947	{	*[775]	SOFTWARE[775]
42-105	13947-13952	arXiv	*[775]	SOFTWARE[775]
42-106	13952-13953	}	*[775]	SOFTWARE[775]
42-107	13953-13954	,	*[775]	SOFTWARE[775]
42-108	13961-13973	primaryClass	*[775]	SOFTWARE[775]
42-109	13973-13974	=	*[775]	SOFTWARE[775]
42-110	13974-13975	{	*[775]	SOFTWARE[775]
42-111	13975-13980	cs.CL	*[775]	SOFTWARE[775]
42-112	13980-13981	}	*[775]	SOFTWARE[775]
42-113	13981-13982	,	*[775]	SOFTWARE[775]
42-114	13989-13992	doi	*[775]	SOFTWARE[775]
42-115	13992-13993	=	*[775]	SOFTWARE[775]
42-116	13993-13994	{	*[775]	SOFTWARE[775]
42-117	13994-14002	10.48550	*[775]	SOFTWARE[775]
42-118	14002-14003	/	*[775]	SOFTWARE[775]
42-119	14003-14008	arXiv	*[775]	SOFTWARE[775]
42-120	14008-14019	.2310.02040	*[775]	SOFTWARE[775]
42-121	14019-14020	}	*[775]	SOFTWARE[775]
42-122	14025-14026	}	*[775]	SOFTWARE[775]
42-123	14028-14029	#	*[775]	SOFTWARE[775]
42-124	14029-14030	#	*[775]	SOFTWARE[775]
42-125	14031-14040	Community	*[775]	SOFTWARE[775]
42-126	14041-14052	Interaction	*[775]	SOFTWARE[775]
42-127	14054-14056	We	*[775]	SOFTWARE[775]
42-128	14057-14060	use	*[775]	SOFTWARE[775]
42-129	14061-14064	the	*[775]	SOFTWARE[775]
42-130	14065-14071	GitHub	*[775]	SOFTWARE[775]
42-131	14072-14077	Issue	*[775]	SOFTWARE[775]
42-132	14078-14085	Tracker	*[775]	SOFTWARE[775]
42-133	14086-14088	to	*[775]	SOFTWARE[775]
42-134	14089-14094	track	*[775]	SOFTWARE[775]
42-135	14095-14101	issues	*[775]	SOFTWARE[775]
42-136	14102-14104	in	*[775]	SOFTWARE[775]
42-137	14105-14112	general	*[775]	SOFTWARE[775]
42-138	14112-14113	.	*[775]	SOFTWARE[775]

#Text=Issues can be bug reports, feature requests or implementation of a new metric type.
43-1	14114-14120	Issues	*[775]	SOFTWARE[775]
43-2	14121-14124	can	*[775]	SOFTWARE[775]
43-3	14125-14127	be	*[775]	SOFTWARE[775]
43-4	14128-14131	bug	*[775]	SOFTWARE[775]
43-5	14132-14139	reports	*[775]	SOFTWARE[775]
43-6	14139-14140	,	*[775]	SOFTWARE[775]
43-7	14141-14148	feature	*[775]	SOFTWARE[775]
43-8	14149-14157	requests	*[775]	SOFTWARE[775]
43-9	14158-14160	or	*[775]	SOFTWARE[775]
43-10	14161-14175	implementation	*[775]	SOFTWARE[775]
43-11	14176-14178	of	*[775]	SOFTWARE[775]
43-12	14179-14180	a	*[775]	SOFTWARE[775]
43-13	14181-14184	new	*[775]	SOFTWARE[775]
43-14	14185-14191	metric	*[775]	SOFTWARE[775]
43-15	14192-14196	type	*[775]	SOFTWARE[775]
43-16	14196-14197	.	*[775]	SOFTWARE[775]

#Text=Please refer to the related issue template for opening new issues
44-1	14198-14204	Please	*[775]	SOFTWARE[775]
44-2	14205-14210	refer	*[775]	SOFTWARE[775]
44-3	14211-14213	to	*[775]	SOFTWARE[775]
44-4	14214-14217	the	*[775]	SOFTWARE[775]
44-5	14218-14225	related	*[775]	SOFTWARE[775]
44-6	14226-14231	issue	*[775]	SOFTWARE[775]
44-7	14232-14240	template	*[775]	SOFTWARE[775]
44-8	14241-14244	for	*[775]	SOFTWARE[775]
44-9	14245-14252	opening	*[775]	SOFTWARE[775]
44-10	14253-14256	new	*[775]	SOFTWARE[775]
44-11	14257-14263	issues	*[775]	SOFTWARE[775]

#Text=.
45-1	14263-14264	.	*[775]	SOFTWARE[775]

#Text=\|                                \| Location                                                                                           \| \|--------------------------------\|----------------------------------------------------------------------------------------------------\| \| Bug Report                     \| \[Bug Report Template\](https://github.com/obss/jury/issues/new?
46-1	14266-14267	\|	*[775]	SOFTWARE[775]
46-2	14299-14300	\|	*[775]	SOFTWARE[775]
46-3	14301-14309	Location	*[775]	SOFTWARE[775]
46-4	14400-14401	\|	*[775]	SOFTWARE[775]
46-5	14402-14403	\|	*[775]	SOFTWARE[775]
46-6	14403-14404	-	*[775]	SOFTWARE[775]
46-7	14404-14405	-	*[775]	SOFTWARE[775]
46-8	14405-14406	-	*[775]	SOFTWARE[775]
46-9	14406-14407	-	*[775]	SOFTWARE[775]
46-10	14407-14408	-	*[775]	SOFTWARE[775]
46-11	14408-14409	-	*[775]	SOFTWARE[775]
46-12	14409-14410	-	*[775]	SOFTWARE[775]
46-13	14410-14411	-	*[775]	SOFTWARE[775]
46-14	14411-14412	-	*[775]	SOFTWARE[775]
46-15	14412-14413	-	*[775]	SOFTWARE[775]
46-16	14413-14414	-	*[775]	SOFTWARE[775]
46-17	14414-14415	-	*[775]	SOFTWARE[775]
46-18	14415-14416	-	*[775]	SOFTWARE[775]
46-19	14416-14417	-	*[775]	SOFTWARE[775]
46-20	14417-14418	-	*[775]	SOFTWARE[775]
46-21	14418-14419	-	*[775]	SOFTWARE[775]
46-22	14419-14420	-	*[775]	SOFTWARE[775]
46-23	14420-14421	-	*[775]	SOFTWARE[775]
46-24	14421-14422	-	*[775]	SOFTWARE[775]
46-25	14422-14423	-	*[775]	SOFTWARE[775]
46-26	14423-14424	-	*[775]	SOFTWARE[775]
46-27	14424-14425	-	*[775]	SOFTWARE[775]
46-28	14425-14426	-	*[775]	SOFTWARE[775]
46-29	14426-14427	-	*[775]	SOFTWARE[775]
46-30	14427-14428	-	*[775]	SOFTWARE[775]
46-31	14428-14429	-	*[775]	SOFTWARE[775]
46-32	14429-14430	-	*[775]	SOFTWARE[775]
46-33	14430-14431	-	*[775]	SOFTWARE[775]
46-34	14431-14432	-	*[775]	SOFTWARE[775]
46-35	14432-14433	-	*[775]	SOFTWARE[775]
46-36	14433-14434	-	*[775]	SOFTWARE[775]
46-37	14434-14435	-	*[775]	SOFTWARE[775]
46-38	14435-14436	\|	*[775]	SOFTWARE[775]
46-39	14436-14437	-	*[775]	SOFTWARE[775]
46-40	14437-14438	-	*[775]	SOFTWARE[775]
46-41	14438-14439	-	*[775]	SOFTWARE[775]
46-42	14439-14440	-	*[775]	SOFTWARE[775]
46-43	14440-14441	-	*[775]	SOFTWARE[775]
46-44	14441-14442	-	*[775]	SOFTWARE[775]
46-45	14442-14443	-	*[775]	SOFTWARE[775]
46-46	14443-14444	-	*[775]	SOFTWARE[775]
46-47	14444-14445	-	*[775]	SOFTWARE[775]
46-48	14445-14446	-	*[775]	SOFTWARE[775]
46-49	14446-14447	-	*[775]	SOFTWARE[775]
46-50	14447-14448	-	*[775]	SOFTWARE[775]
46-51	14448-14449	-	*[775]	SOFTWARE[775]
46-52	14449-14450	-	*[775]	SOFTWARE[775]
46-53	14450-14451	-	*[775]	SOFTWARE[775]
46-54	14451-14452	-	*[775]	SOFTWARE[775]
46-55	14452-14453	-	*[775]	SOFTWARE[775]
46-56	14453-14454	-	*[775]	SOFTWARE[775]
46-57	14454-14455	-	*[775]	SOFTWARE[775]
46-58	14455-14456	-	*[775]	SOFTWARE[775]
46-59	14456-14457	-	*[775]	SOFTWARE[775]
46-60	14457-14458	-	*[775]	SOFTWARE[775]
46-61	14458-14459	-	*[775]	SOFTWARE[775]
46-62	14459-14460	-	*[775]	SOFTWARE[775]
46-63	14460-14461	-	*[775]	SOFTWARE[775]
46-64	14461-14462	-	*[775]	SOFTWARE[775]
46-65	14462-14463	-	*[775]	SOFTWARE[775]
46-66	14463-14464	-	*[775]	SOFTWARE[775]
46-67	14464-14465	-	*[775]	SOFTWARE[775]
46-68	14465-14466	-	*[775]	SOFTWARE[775]
46-69	14466-14467	-	*[775]	SOFTWARE[775]
46-70	14467-14468	-	*[775]	SOFTWARE[775]
46-71	14468-14469	-	*[775]	SOFTWARE[775]
46-72	14469-14470	-	*[775]	SOFTWARE[775]
46-73	14470-14471	-	*[775]	SOFTWARE[775]
46-74	14471-14472	-	*[775]	SOFTWARE[775]
46-75	14472-14473	-	*[775]	SOFTWARE[775]
46-76	14473-14474	-	*[775]	SOFTWARE[775]
46-77	14474-14475	-	*[775]	SOFTWARE[775]
46-78	14475-14476	-	*[775]	SOFTWARE[775]
46-79	14476-14477	-	*[775]	SOFTWARE[775]
46-80	14477-14478	-	*[775]	SOFTWARE[775]
46-81	14478-14479	-	*[775]	SOFTWARE[775]
46-82	14479-14480	-	*[775]	SOFTWARE[775]
46-83	14480-14481	-	*[775]	SOFTWARE[775]
46-84	14481-14482	-	*[775]	SOFTWARE[775]
46-85	14482-14483	-	*[775]	SOFTWARE[775]
46-86	14483-14484	-	*[775]	SOFTWARE[775]
46-87	14484-14485	-	*[775]	SOFTWARE[775]
46-88	14485-14486	-	*[775]	SOFTWARE[775]
46-89	14486-14487	-	*[775]	SOFTWARE[775]
46-90	14487-14488	-	*[775]	SOFTWARE[775]
46-91	14488-14489	-	*[775]	SOFTWARE[775]
46-92	14489-14490	-	*[775]	SOFTWARE[775]
46-93	14490-14491	-	*[775]	SOFTWARE[775]
46-94	14491-14492	-	*[775]	SOFTWARE[775]
46-95	14492-14493	-	*[775]	SOFTWARE[775]
46-96	14493-14494	-	*[775]	SOFTWARE[775]
46-97	14494-14495	-	*[775]	SOFTWARE[775]
46-98	14495-14496	-	*[775]	SOFTWARE[775]
46-99	14496-14497	-	*[775]	SOFTWARE[775]
46-100	14497-14498	-	*[775]	SOFTWARE[775]
46-101	14498-14499	-	*[775]	SOFTWARE[775]
46-102	14499-14500	-	*[775]	SOFTWARE[775]
46-103	14500-14501	-	*[775]	SOFTWARE[775]
46-104	14501-14502	-	*[775]	SOFTWARE[775]
46-105	14502-14503	-	*[775]	SOFTWARE[775]
46-106	14503-14504	-	*[775]	SOFTWARE[775]
46-107	14504-14505	-	*[775]	SOFTWARE[775]
46-108	14505-14506	-	*[775]	SOFTWARE[775]
46-109	14506-14507	-	*[775]	SOFTWARE[775]
46-110	14507-14508	-	*[775]	SOFTWARE[775]
46-111	14508-14509	-	*[775]	SOFTWARE[775]
46-112	14509-14510	-	*[775]	SOFTWARE[775]
46-113	14510-14511	-	*[775]	SOFTWARE[775]
46-114	14511-14512	-	*[775]	SOFTWARE[775]
46-115	14512-14513	-	*[775]	SOFTWARE[775]
46-116	14513-14514	-	*[775]	SOFTWARE[775]
46-117	14514-14515	-	*[775]	SOFTWARE[775]
46-118	14515-14516	-	*[775]	SOFTWARE[775]
46-119	14516-14517	-	*[775]	SOFTWARE[775]
46-120	14517-14518	-	*[775]	SOFTWARE[775]
46-121	14518-14519	-	*[775]	SOFTWARE[775]
46-122	14519-14520	-	*[775]	SOFTWARE[775]
46-123	14520-14521	-	*[775]	SOFTWARE[775]
46-124	14521-14522	-	*[775]	SOFTWARE[775]
46-125	14522-14523	-	*[775]	SOFTWARE[775]
46-126	14523-14524	-	*[775]	SOFTWARE[775]
46-127	14524-14525	-	*[775]	SOFTWARE[775]
46-128	14525-14526	-	*[775]	SOFTWARE[775]
46-129	14526-14527	-	*[775]	SOFTWARE[775]
46-130	14527-14528	-	*[775]	SOFTWARE[775]
46-131	14528-14529	-	*[775]	SOFTWARE[775]
46-132	14529-14530	-	*[775]	SOFTWARE[775]
46-133	14530-14531	-	*[775]	SOFTWARE[775]
46-134	14531-14532	-	*[775]	SOFTWARE[775]
46-135	14532-14533	-	*[775]	SOFTWARE[775]
46-136	14533-14534	-	*[775]	SOFTWARE[775]
46-137	14534-14535	-	*[775]	SOFTWARE[775]
46-138	14535-14536	-	*[775]	SOFTWARE[775]
46-139	14536-14537	\|	*[775]	SOFTWARE[775]
46-140	14538-14539	\|	*[775]	SOFTWARE[775]
46-141	14540-14543	Bug	*[775]	SOFTWARE[775]
46-142	14544-14550	Report	*[775]	SOFTWARE[775]
46-143	14571-14572	\|	*[775]	SOFTWARE[775]
46-144	14573-14574	\[	*[775]	SOFTWARE[775]
46-145	14574-14577	Bug	*[775]	SOFTWARE[775]
46-146	14578-14584	Report	*[775]	SOFTWARE[775]
46-147	14585-14593	Template	*[775]	SOFTWARE[775]
46-148	14593-14594	\]	*[775]	SOFTWARE[775]
46-149	14594-14595	(	*[775]	SOFTWARE[775]
46-150	14595-14600	https	*[775]	SOFTWARE[775]
46-151	14600-14601	:	*[775]	SOFTWARE[775]
46-152	14601-14602	/	*[775]	SOFTWARE[775]
46-153	14602-14603	/	*[775]	SOFTWARE[775]
46-154	14603-14613	github.com	*[775]	SOFTWARE[775]
46-155	14613-14614	/	*[775]	SOFTWARE[775]
46-156	14614-14618	obss	*[775]	SOFTWARE[775]
46-157	14618-14619	/	*[775]	SOFTWARE[775]
46-158	14619-14623	jury	*[775]	SOFTWARE[775]
46-159	14623-14624	/	*[775]	SOFTWARE[775]
46-160	14624-14630	issues	*[775]	SOFTWARE[775]
46-161	14630-14631	/	*[775]	SOFTWARE[775]
46-162	14631-14634	new	*[775]	SOFTWARE[775]
46-163	14634-14635	?	*[775]	SOFTWARE[775]

#Text=assignees=&labels=&projects=&template=bug\_report.md&title=) \| \| New Metric Request             \| \[Request Metric Implementation\](https://github.com/obss/jury/issues/new?
47-1	14635-14644	assignees	*[775]	SOFTWARE[775]
47-2	14644-14645	=	*[775]	SOFTWARE[775]
47-3	14645-14646	&	*[775]	SOFTWARE[775]
47-4	14646-14652	labels	*[775]	SOFTWARE[775]
47-5	14652-14653	=	*[775]	SOFTWARE[775]
47-6	14653-14654	&	*[775]	SOFTWARE[775]
47-7	14654-14662	projects	*[775]	SOFTWARE[775]
47-8	14662-14663	=	*[775]	SOFTWARE[775]
47-9	14663-14664	&	*[775]	SOFTWARE[775]
47-10	14664-14672	template	*[775]	SOFTWARE[775]
47-11	14672-14673	=	*[775]	SOFTWARE[775]
47-12	14673-14686	bug\_report.md	*[775]	SOFTWARE[775]
47-13	14686-14687	&	*[775]	SOFTWARE[775]
47-14	14687-14692	title	*[775]	SOFTWARE[775]
47-15	14692-14693	=	*[775]	SOFTWARE[775]
47-16	14693-14694	)	*[775]	SOFTWARE[775]
47-17	14695-14696	\|	*[775]	SOFTWARE[775]
47-18	14697-14698	\|	*[775]	SOFTWARE[775]
47-19	14699-14702	New	*[775]	SOFTWARE[775]
47-20	14703-14709	Metric	*[775]	SOFTWARE[775]
47-21	14710-14717	Request	*[775]	SOFTWARE[775]
47-22	14730-14731	\|	*[775]	SOFTWARE[775]
47-23	14732-14733	\[	*[775]	SOFTWARE[775]
47-24	14733-14740	Request	*[775]	SOFTWARE[775]
47-25	14741-14747	Metric	*[775]	SOFTWARE[775]
47-26	14748-14762	Implementation	*[775]	SOFTWARE[775]
47-27	14762-14763	\]	*[775]	SOFTWARE[775]
47-28	14763-14764	(	*[775]	SOFTWARE[775]
47-29	14764-14769	https	*[775]	SOFTWARE[775]
47-30	14769-14770	:	*[775]	SOFTWARE[775]
47-31	14770-14771	/	*[775]	SOFTWARE[775]
47-32	14771-14772	/	*[775]	SOFTWARE[775]
47-33	14772-14782	github.com	*[775]	SOFTWARE[775]
47-34	14782-14783	/	*[775]	SOFTWARE[775]
47-35	14783-14787	obss	*[775]	SOFTWARE[775]
47-36	14787-14788	/	*[775]	SOFTWARE[775]
47-37	14788-14792	jury	*[775]	SOFTWARE[775]
47-38	14792-14793	/	*[775]	SOFTWARE[775]
47-39	14793-14799	issues	*[775]	SOFTWARE[775]
47-40	14799-14800	/	*[775]	SOFTWARE[775]
47-41	14800-14803	new	*[775]	SOFTWARE[775]
47-42	14803-14804	?	*[775]	SOFTWARE[775]

