#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=<h1 align="center">PFHedge: Deep Hedging in PyTorch</h1>  \[!
1-1	0-1	<	*[523]|*[788]	SOFTWARE[523]|SOFTWARE[788]
66-67	11868-11869	.	*[788]	SOFTWARE[788]
66-68	11869-11870	\*	*[788]	SOFTWARE[788]
66-69	11871-11875	1997	*[788]	SOFTWARE[788]
66-70	11875-11876	\]	*[788]	SOFTWARE[788]
66-71	11876-11877	\[	*[788]	SOFTWARE[788]
66-72	11877-11892	whalley-wilmott	*[788]	SOFTWARE[788]
66-73	11892-11893	\]	*[788]	SOFTWARE[788]
66-74	11894-11897	and	*[788]	SOFTWARE[788]
66-75	11898-11900	is	*[788]	SOFTWARE[788]
66-76	11901-11907	proved	*[788]	SOFTWARE[788]
66-77	11908-11910	to	*[788]	SOFTWARE[788]
66-78	11911-11913	be	*[788]	SOFTWARE[788]
66-79	11914-11921	optimal	*[788]	SOFTWARE[788]
66-80	11922-11925	for	*[788]	SOFTWARE[788]
66-81	11926-11940	asymptotically	*[788]	SOFTWARE[788]
66-82	11941-11946	small	*[788]	SOFTWARE[788]
66-83	11947-11958	transaction	*[788]	SOFTWARE[788]
66-84	11959-11964	costs	*[788]	SOFTWARE[788]
66-85	11964-11965	.	*[788]	SOFTWARE[788]

#Text=In this strategy, a hedger always maintains their hedge ratio in the range (called no-transaction band) while they never transact inside this range.
67-1	11967-11969	In	*[788]	SOFTWARE[788]
67-2	11970-11974	this	*[788]	SOFTWARE[788]
67-3	11975-11983	strategy	*[788]	SOFTWARE[788]
67-4	11983-11984	,	*[788]	SOFTWARE[788]
67-5	11985-11986	a	*[788]	SOFTWARE[788]
67-6	11987-11993	hedger	*[788]	SOFTWARE[788]
67-7	11994-12000	always	*[788]	SOFTWARE[788]
67-8	12001-12010	maintains	*[788]	SOFTWARE[788]
67-9	12011-12016	their	*[788]	SOFTWARE[788]
67-10	12017-12022	hedge	*[788]	SOFTWARE[788]
67-11	12023-12028	ratio	*[788]	SOFTWARE[788]
67-12	12029-12031	in	*[788]	SOFTWARE[788]
67-13	12032-12035	the	*[788]	SOFTWARE[788]
67-14	12036-12041	range	*[788]	SOFTWARE[788]
67-15	12042-12043	(	*[788]	SOFTWARE[788]
67-16	12043-12049	called	*[788]	SOFTWARE[788]
67-17	12050-12064	no-transaction	*[788]	SOFTWARE[788]
67-18	12065-12069	band	*[788]	SOFTWARE[788]
67-19	12069-12070	)	*[788]	SOFTWARE[788]
67-20	12071-12076	while	*[788]	SOFTWARE[788]
67-21	12077-12081	they	*[788]	SOFTWARE[788]
67-22	12082-12087	never	*[788]	SOFTWARE[788]
67-23	12088-12096	transact	*[788]	SOFTWARE[788]
67-24	12097-12103	inside	*[788]	SOFTWARE[788]
67-25	12104-12108	this	*[788]	SOFTWARE[788]
67-26	12109-12114	range	*[788]	SOFTWARE[788]
67-27	12114-12115	.	*[788]	SOFTWARE[788]

#Text=This strategy is supposed to be optimal in the limit of small transaction costs, while suboptimal for large transaction costs.
68-1	12116-12120	This	*[788]	SOFTWARE[788]
68-2	12121-12129	strategy	*[788]	SOFTWARE[788]
68-3	12130-12132	is	*[788]	SOFTWARE[788]
68-4	12133-12141	supposed	*[788]	SOFTWARE[788]
68-5	12142-12144	to	*[788]	SOFTWARE[788]
68-6	12145-12147	be	*[788]	SOFTWARE[788]
68-7	12148-12155	optimal	*[788]	SOFTWARE[788]
68-8	12156-12158	in	*[788]	SOFTWARE[788]
68-9	12159-12162	the	*[788]	SOFTWARE[788]
68-10	12163-12168	limit	*[788]	SOFTWARE[788]
68-11	12169-12171	of	*[788]	SOFTWARE[788]
68-12	12172-12177	small	*[788]	SOFTWARE[788]
68-13	12178-12189	transaction	*[788]	SOFTWARE[788]
68-14	12190-12195	costs	*[788]	SOFTWARE[788]
68-15	12195-12196	,	*[788]	SOFTWARE[788]
68-16	12197-12202	while	*[788]	SOFTWARE[788]
68-17	12203-12213	suboptimal	*[788]	SOFTWARE[788]
68-18	12214-12217	for	*[788]	SOFTWARE[788]
68-19	12218-12223	large	*[788]	SOFTWARE[788]
68-20	12224-12235	transaction	*[788]	SOFTWARE[788]
68-21	12236-12241	costs	*[788]	SOFTWARE[788]
68-22	12241-12242	.	*[788]	SOFTWARE[788]

#Text=```py from pfhedge.nn import Hedger from pfhedge.nn import WhalleyWilmott  derivative = EuropeanOption(BrownianStock(cost=1e-3))  model = WhalleyWilmott(derivative) hedger = Hedger(model, inputs=model.inputs()) ```  ### Your Own Module  You can employ any \[`Module`\](https://pytorch.org/docs/stable/generated/torch.nn.Module.html) you build as a hedging model.
69-1	12244-12245	`	*[788]	SOFTWARE[788]
69-2	12245-12246	`	*[788]	SOFTWARE[788]
69-3	12246-12247	`	*[788]	SOFTWARE[788]
69-4	12247-12249	py	*[788]	SOFTWARE[788]
69-5	12250-12254	from	*[788]	SOFTWARE[788]
69-6	12255-12265	pfhedge.nn	*[788]	SOFTWARE[788]
69-7	12266-12272	import	*[788]	SOFTWARE[788]
69-8	12273-12279	Hedger	*[788]	SOFTWARE[788]
69-9	12280-12284	from	*[788]	SOFTWARE[788]
69-10	12285-12295	pfhedge.nn	*[788]	SOFTWARE[788]
69-11	12296-12302	import	*[788]	SOFTWARE[788]
69-12	12303-12317	WhalleyWilmott	*[788]	SOFTWARE[788]
69-13	12319-12329	derivative	*[788]	SOFTWARE[788]
69-14	12330-12331	=	*[788]	SOFTWARE[788]
69-15	12332-12346	EuropeanOption	*[788]	SOFTWARE[788]
69-16	12346-12347	(	*[788]	SOFTWARE[788]
69-17	12347-12360	BrownianStock	*[788]	SOFTWARE[788]
69-18	12360-12361	(	*[788]	SOFTWARE[788]
69-19	12361-12365	cost	*[788]	SOFTWARE[788]
69-20	12365-12366	=	*[788]	SOFTWARE[788]
69-21	12366-12368	1e	*[788]	SOFTWARE[788]
69-22	12368-12369	-	*[788]	SOFTWARE[788]
69-23	12369-12370	3	*[788]	SOFTWARE[788]
69-24	12370-12371	)	*[788]	SOFTWARE[788]
69-25	12371-12372	)	*[788]	SOFTWARE[788]
69-26	12374-12379	model	*[788]	SOFTWARE[788]
69-27	12380-12381	=	*[788]	SOFTWARE[788]
69-28	12382-12396	WhalleyWilmott	*[788]	SOFTWARE[788]
69-29	12396-12397	(	*[788]	SOFTWARE[788]
69-30	12397-12407	derivative	*[788]	SOFTWARE[788]
69-31	12407-12408	)	*[788]	SOFTWARE[788]
69-32	12409-12415	hedger	*[788]	SOFTWARE[788]
69-33	12416-12417	=	*[788]	SOFTWARE[788]
69-34	12418-12424	Hedger	*[788]	SOFTWARE[788]
69-35	12424-12425	(	*[788]	SOFTWARE[788]
69-36	12425-12430	model	*[788]	SOFTWARE[788]
69-37	12430-12431	,	*[788]	SOFTWARE[788]
69-38	12432-12438	inputs	*[788]	SOFTWARE[788]
69-39	12438-12439	=	*[788]	SOFTWARE[788]
69-40	12439-12451	model.inputs	*[788]	SOFTWARE[788]
69-41	12451-12452	(	*[788]	SOFTWARE[788]
69-42	12452-12453	)	*[788]	SOFTWARE[788]
69-43	12453-12454	)	*[788]	SOFTWARE[788]
69-44	12455-12456	`	*[788]	SOFTWARE[788]
69-45	12456-12457	`	*[788]	SOFTWARE[788]
69-46	12457-12458	`	*[788]	SOFTWARE[788]
69-47	12460-12461	#	*[788]	SOFTWARE[788]
69-48	12461-12462	#	*[788]	SOFTWARE[788]
69-49	12462-12463	#	*[788]	SOFTWARE[788]
69-50	12464-12468	Your	*[788]	SOFTWARE[788]
69-51	12469-12472	Own	*[788]	SOFTWARE[788]
69-52	12473-12479	Module	*[788]	SOFTWARE[788]
69-53	12481-12484	You	*[788]	SOFTWARE[788]
69-54	12485-12488	can	*[788]	SOFTWARE[788]
69-55	12489-12495	employ	*[788]	SOFTWARE[788]
69-56	12496-12499	any	*[788]	SOFTWARE[788]
69-57	12500-12501	\[	*[788]	SOFTWARE[788]
69-58	12501-12502	`	*[788]	SOFTWARE[788]
69-59	12502-12508	Module	*[788]	SOFTWARE[788]
69-60	12508-12509	`	*[788]	SOFTWARE[788]
69-61	12509-12510	\]	*[788]	SOFTWARE[788]
69-62	12510-12511	(	*[788]	SOFTWARE[788]
69-63	12511-12516	https	*[788]	SOFTWARE[788]
69-64	12516-12517	:	*[788]	SOFTWARE[788]
69-65	12517-12518	/	*[788]	SOFTWARE[788]
69-66	12518-12519	/	*[788]	SOFTWARE[788]
69-67	12519-12530	pytorch.org	*[788]	SOFTWARE[788]
69-68	12530-12531	/	*[788]	SOFTWARE[788]
69-69	12531-12535	docs	*[788]	SOFTWARE[788]
69-70	12535-12536	/	*[788]	SOFTWARE[788]
69-71	12536-12542	stable	*[788]	SOFTWARE[788]
69-72	12542-12543	/	*[788]	SOFTWARE[788]
69-73	12543-12552	generated	*[788]	SOFTWARE[788]
69-74	12552-12553	/	*[788]	SOFTWARE[788]
69-75	12553-12573	torch.nn.Module.html	*[788]	SOFTWARE[788]
69-76	12573-12574	)	*[788]	SOFTWARE[788]
69-77	12575-12578	you	*[788]	SOFTWARE[788]
69-78	12579-12584	build	*[788]	SOFTWARE[788]
69-79	12585-12587	as	*[788]	SOFTWARE[788]
69-80	12588-12589	a	*[788]	SOFTWARE[788]
69-81	12590-12597	hedging	*[788]	SOFTWARE[788]
69-82	12598-12603	model	*[788]	SOFTWARE[788]
69-83	12603-12604	.	*[788]	SOFTWARE[788]

#Text=The input/output shapes is `(N, H\_in) \-> (N, 1)`, where `N` is the number of Monte Carlo paths of assets and `H\_in` is the number of input features.
70-1	12605-12608	The	*[788]	SOFTWARE[788]
70-2	12609-12614	input	*[788]	SOFTWARE[788]
70-3	12614-12615	/	*[788]	SOFTWARE[788]
70-4	12615-12621	output	*[788]	SOFTWARE[788]
70-5	12622-12628	shapes	*[788]	SOFTWARE[788]
70-6	12629-12631	is	*[788]	SOFTWARE[788]
70-7	12632-12633	`	*[788]	SOFTWARE[788]
70-8	12633-12634	(	*[788]	SOFTWARE[788]
70-9	12634-12635	N	*[788]	SOFTWARE[788]
70-10	12635-12636	,	*[788]	SOFTWARE[788]
70-11	12637-12641	H\_in	*[788]	SOFTWARE[788]
70-12	12641-12642	)	*[788]	SOFTWARE[788]
70-13	12643-12644	-	*[788]	SOFTWARE[788]
70-14	12644-12645	>	*[788]	SOFTWARE[788]
70-15	12646-12647	(	*[788]	SOFTWARE[788]
70-16	12647-12648	N	*[788]	SOFTWARE[788]
70-17	12648-12649	,	*[788]	SOFTWARE[788]
70-18	12650-12651	1	*[788]	SOFTWARE[788]
70-19	12651-12652	)	*[788]	SOFTWARE[788]
70-20	12652-12653	`	*[788]	SOFTWARE[788]
70-21	12653-12654	,	*[788]	SOFTWARE[788]
70-22	12655-12660	where	*[788]	SOFTWARE[788]
70-23	12661-12662	`	*[788]	SOFTWARE[788]
70-24	12662-12663	N	*[788]	SOFTWARE[788]
70-25	12663-12664	`	*[788]	SOFTWARE[788]
70-26	12665-12667	is	*[788]	SOFTWARE[788]
70-27	12668-12671	the	*[788]	SOFTWARE[788]
70-28	12672-12678	number	*[788]	SOFTWARE[788]
70-29	12679-12681	of	*[788]	SOFTWARE[788]
70-30	12682-12687	Monte	*[788]	SOFTWARE[788]
70-31	12688-12693	Carlo	*[788]	SOFTWARE[788]
70-32	12694-12699	paths	*[788]	SOFTWARE[788]
70-33	12700-12702	of	*[788]	SOFTWARE[788]
70-34	12703-12709	assets	*[788]	SOFTWARE[788]
70-35	12710-12713	and	*[788]	SOFTWARE[788]
70-36	12714-12715	`	*[788]	SOFTWARE[788]
70-37	12715-12719	H\_in	*[788]	SOFTWARE[788]
70-38	12719-12720	`	*[788]	SOFTWARE[788]
70-39	12721-12723	is	*[788]	SOFTWARE[788]
70-40	12724-12727	the	*[788]	SOFTWARE[788]
70-41	12728-12734	number	*[788]	SOFTWARE[788]
70-42	12735-12737	of	*[788]	SOFTWARE[788]
70-43	12738-12743	input	*[788]	SOFTWARE[788]
70-44	12744-12752	features	*[788]	SOFTWARE[788]
70-45	12752-12753	.	*[788]	SOFTWARE[788]

#Text=Here we show an example of \*\*No-Transaction Band Network\*\*, which is proposed in \[Imaki \*et al.\* 21\]\[ntb-network-arxiv\].
71-1	12755-12759	Here	*[788]	SOFTWARE[788]
71-2	12760-12762	we	*[788]	SOFTWARE[788]
71-3	12763-12767	show	*[788]	SOFTWARE[788]
71-4	12768-12770	an	*[788]	SOFTWARE[788]
71-5	12771-12778	example	*[788]	SOFTWARE[788]
71-6	12779-12781	of	*[788]	SOFTWARE[788]
71-7	12782-12783	\*	*[788]	SOFTWARE[788]
71-8	12783-12784	\*	*[788]	SOFTWARE[788]
71-9	12784-12798	No-Transaction	*[788]	SOFTWARE[788]
71-10	12799-12803	Band	*[788]	SOFTWARE[788]
71-11	12804-12811	Network	*[788]	SOFTWARE[788]
71-12	12811-12812	\*	*[788]	SOFTWARE[788]
71-13	12812-12813	\*	*[788]	SOFTWARE[788]
71-14	12813-12814	,	*[788]	SOFTWARE[788]
71-15	12815-12820	which	*[788]	SOFTWARE[788]
71-16	12821-12823	is	*[788]	SOFTWARE[788]
71-17	12824-12832	proposed	*[788]	SOFTWARE[788]
71-18	12833-12835	in	*[788]	SOFTWARE[788]
71-19	12836-12837	\[	*[788]	SOFTWARE[788]
71-20	12837-12842	Imaki	*[788]	SOFTWARE[788]
71-21	12843-12844	\*	*[788]	SOFTWARE[788]
71-22	12844-12846	et	*[788]	SOFTWARE[788]
71-23	12847-12849	al	*[788]	SOFTWARE[788]
71-24	12849-12850	.	*[788]	SOFTWARE[788]
71-25	12850-12851	\*	*[788]	SOFTWARE[788]
71-26	12852-12854	21	*[788]	SOFTWARE[788]
71-27	12854-12855	\]	*[788]	SOFTWARE[788]
71-28	12855-12856	\[	*[788]	SOFTWARE[788]
71-29	12856-12873	ntb-network-arxiv	*[788]	SOFTWARE[788]
71-30	12873-12874	\]	*[788]	SOFTWARE[788]
71-31	12874-12875	.	*[788]	SOFTWARE[788]

#Text=```py import torch import torch.nn.functional as fn from torch import Tensor from torch.nn import Module  from pfhedge.nn import BlackScholes from pfhedge.nn import Clamp from pfhedge.nn import Hedger from pfhedge.nn import MultiLayerPerceptron   class NoTransactionBandNet(Module):     def \_\_init\_\_(self, derivative):         super().
72-1	12877-12878	`	*[788]	SOFTWARE[788]
72-2	12878-12879	`	*[788]	SOFTWARE[788]
72-3	12879-12880	`	*[788]	SOFTWARE[788]
72-4	12880-12882	py	*[788]	SOFTWARE[788]
72-5	12883-12889	import	*[788]	SOFTWARE[788]
72-6	12890-12895	torch	*[788]	SOFTWARE[788]
72-7	12896-12902	import	*[788]	SOFTWARE[788]
72-8	12903-12922	torch.nn.functional	*[788]	SOFTWARE[788]
72-8	12903-12908	torch	*[788]	SOFTWARE[788]
72-9	12923-12925	as	*[788]	SOFTWARE[788]
72-10	12926-12928	fn	*[788]	SOFTWARE[788]
72-11	12929-12933	from	*[788]	SOFTWARE[788]
72-12	12934-12939	torch	*[788]	SOFTWARE[788]
72-13	12940-12946	import	*[788]	SOFTWARE[788]
72-14	12947-12953	Tensor	*[788]	SOFTWARE[788]
72-15	12954-12958	from	*[788]	SOFTWARE[788]
72-16	12959-12967	torch.nn	*[788]	SOFTWARE[788]
72-17	12968-12974	import	*[788]	SOFTWARE[788]
72-18	12975-12981	Module	*[788]	SOFTWARE[788]
72-19	12983-12987	from	*[788]	SOFTWARE[788]
72-20	12988-12998	pfhedge.nn	*[788]	SOFTWARE[788]
72-21	12999-13005	import	*[788]	SOFTWARE[788]
72-22	13006-13018	BlackScholes	*[788]	SOFTWARE[788]
72-23	13019-13023	from	*[788]	SOFTWARE[788]
72-24	13024-13034	pfhedge.nn	*[788]	SOFTWARE[788]
72-25	13035-13041	import	*[788]	SOFTWARE[788]
72-26	13042-13047	Clamp	*[788]	SOFTWARE[788]
72-27	13048-13052	from	*[788]	SOFTWARE[788]
72-28	13053-13063	pfhedge.nn	*[788]	SOFTWARE[788]
72-29	13064-13070	import	*[788]	SOFTWARE[788]
72-30	13071-13077	Hedger	*[788]	SOFTWARE[788]
72-31	13078-13082	from	*[788]	SOFTWARE[788]
72-32	13083-13093	pfhedge.nn	*[788]	SOFTWARE[788]
72-33	13094-13100	import	*[788]	SOFTWARE[788]
72-34	13101-13121	MultiLayerPerceptron	*[788]	SOFTWARE[788]
72-35	13124-13129	class	*[788]	SOFTWARE[788]
72-36	13130-13150	NoTransactionBandNet	*[788]	SOFTWARE[788]
72-37	13150-13151	(	*[788]	SOFTWARE[788]
72-38	13151-13157	Module	*[788]	SOFTWARE[788]
72-39	13157-13158	)	*[788]	SOFTWARE[788]
72-40	13158-13159	:	*[788]	SOFTWARE[788]
72-41	13164-13167	def	*[788]	SOFTWARE[788]
72-42	13168-13169	\_	*[788]	SOFTWARE[788]
72-43	13169-13170	\_	*[788]	SOFTWARE[788]
72-44	13170-13174	init	*[788]	SOFTWARE[788]
72-45	13174-13175	\_	*[788]	SOFTWARE[788]
72-46	13175-13176	\_	*[788]	SOFTWARE[788]
72-47	13176-13177	(	*[788]	SOFTWARE[788]
72-48	13177-13181	self	*[788]	SOFTWARE[788]
72-49	13181-13182	,	*[788]	SOFTWARE[788]
72-50	13183-13193	derivative	*[788]	SOFTWARE[788]
72-51	13193-13194	)	*[788]	SOFTWARE[788]
72-52	13194-13195	:	*[788]	SOFTWARE[788]
72-53	13204-13209	super	*[788]	SOFTWARE[788]
72-54	13209-13210	(	*[788]	SOFTWARE[788]
72-55	13210-13211	)	*[788]	SOFTWARE[788]
72-56	13211-13212	.	*[788]	SOFTWARE[788]

#Text=\_\_init\_\_()          self.delta = BlackScholes(derivative)         self.mlp = MultiLayerPerceptron(out\_features=2)         self.clamp = Clamp()      def inputs(self):         return self.delta.inputs() + \["prev\_hedge"\]      def forward(self, input: Tensor) \-> Tensor:         prev\_hedge = input\[..., \[-1\]\]          delta = self.delta(input\[..., :-1\])         width = self.mlp(input\[..., :-1\])          min = delta - fn.leaky\_relu(width\[..., \[0\]\])         max = delta + fn.leaky\_relu(width\[..., \[1\]\])          return self.clamp(prev\_hedge, min=min, max=max)   model = NoTransactionBandNet(derivative) hedger = Hedger(model, inputs=model.inputs()) ```  ### Autogreek  A module \[`pfhedge.autogreek`\](https://pfnet-research.github.io/pfhedge/autogreek.html) provides functions implementing automatic evaluation of greeks using automatic differentiation.
73-1	13212-13213	\_	*[788]	SOFTWARE[788]
73-2	13213-13214	\_	*[788]	SOFTWARE[788]
73-3	13214-13218	init	*[788]	SOFTWARE[788]
73-4	13218-13219	\_	*[788]	SOFTWARE[788]
73-5	13219-13220	\_	*[788]	SOFTWARE[788]
73-6	13220-13221	(	*[788]	SOFTWARE[788]
73-7	13221-13222	)	*[788]	SOFTWARE[788]
73-8	13232-13242	self.delta	*[788]	SOFTWARE[788]
73-9	13243-13244	=	*[788]	SOFTWARE[788]
73-10	13245-13257	BlackScholes	*[788]	SOFTWARE[788]
73-11	13257-13258	(	*[788]	SOFTWARE[788]
73-12	13258-13268	derivative	*[788]	SOFTWARE[788]
73-13	13268-13269	)	*[788]	SOFTWARE[788]
73-14	13278-13286	self.mlp	*[788]	SOFTWARE[788]
73-15	13287-13288	=	*[788]	SOFTWARE[788]
73-16	13289-13309	MultiLayerPerceptron	*[788]	SOFTWARE[788]
73-17	13309-13310	(	*[788]	SOFTWARE[788]
73-18	13310-13322	out\_features	*[788]	SOFTWARE[788]
73-19	13322-13323	=	*[788]	SOFTWARE[788]
73-20	13323-13324	2	*[788]	SOFTWARE[788]
73-21	13324-13325	)	*[788]	SOFTWARE[788]
73-22	13334-13344	self.clamp	*[788]	SOFTWARE[788]
73-23	13345-13346	=	*[788]	SOFTWARE[788]
73-24	13347-13352	Clamp	*[788]	SOFTWARE[788]
73-25	13352-13353	(	*[788]	SOFTWARE[788]
73-26	13353-13354	)	*[788]	SOFTWARE[788]
73-27	13360-13363	def	*[788]	SOFTWARE[788]
73-28	13364-13370	inputs	*[788]	SOFTWARE[788]
73-29	13370-13371	(	*[788]	SOFTWARE[788]
73-30	13371-13375	self	*[788]	SOFTWARE[788]
73-31	13375-13376	)	*[788]	SOFTWARE[788]
73-32	13376-13377	:	*[788]	SOFTWARE[788]
73-33	13386-13392	return	*[788]	SOFTWARE[788]
73-34	13393-13410	self.delta.inputs	*[788]	SOFTWARE[788]
73-35	13410-13411	(	*[788]	SOFTWARE[788]
73-36	13411-13412	)	*[788]	SOFTWARE[788]
73-37	13413-13414	+	*[788]	SOFTWARE[788]
73-38	13415-13416	\[	*[788]	SOFTWARE[788]
73-39	13416-13417	"	*[788]	SOFTWARE[788]
73-40	13417-13427	prev\_hedge	*[788]	SOFTWARE[788]
73-41	13427-13428	"	*[788]	SOFTWARE[788]
73-42	13428-13429	\]	*[788]	SOFTWARE[788]
73-43	13435-13438	def	*[788]	SOFTWARE[788]
73-44	13439-13446	forward	*[788]	SOFTWARE[788]
73-45	13446-13447	(	*[788]	SOFTWARE[788]
73-46	13447-13451	self	*[788]	SOFTWARE[788]
73-47	13451-13452	,	*[788]	SOFTWARE[788]
73-48	13453-13458	input	*[788]	SOFTWARE[788]
73-49	13458-13459	:	*[788]	SOFTWARE[788]
73-50	13460-13466	Tensor	*[788]	SOFTWARE[788]
73-51	13466-13467	)	*[788]	SOFTWARE[788]
73-52	13468-13469	-	*[788]	SOFTWARE[788]
73-53	13469-13470	>	*[788]	SOFTWARE[788]
73-54	13471-13477	Tensor	*[788]	SOFTWARE[788]
73-55	13477-13478	:	*[788]	SOFTWARE[788]
73-56	13487-13497	prev\_hedge	*[788]	SOFTWARE[788]
73-57	13498-13499	=	*[788]	SOFTWARE[788]
73-58	13500-13505	input	*[788]	SOFTWARE[788]
73-59	13505-13506	\[	*[788]	SOFTWARE[788]
73-60	13506-13507	.	*[788]	SOFTWARE[788]
73-61	13507-13508	.	*[788]	SOFTWARE[788]
73-62	13508-13509	.	*[788]	SOFTWARE[788]
73-63	13509-13510	,	*[788]	SOFTWARE[788]
73-64	13511-13512	\[	*[788]	SOFTWARE[788]
73-65	13512-13513	-	*[788]	SOFTWARE[788]
73-66	13513-13514	1	*[788]	SOFTWARE[788]
73-67	13514-13515	\]	*[788]	SOFTWARE[788]
73-68	13515-13516	\]	*[788]	SOFTWARE[788]
73-69	13526-13531	delta	*[788]	SOFTWARE[788]
73-70	13532-13533	=	*[788]	SOFTWARE[788]
73-71	13534-13544	self.delta	*[788]	SOFTWARE[788]
73-72	13544-13545	(	*[788]	SOFTWARE[788]
73-73	13545-13550	input	*[788]	SOFTWARE[788]
73-74	13550-13551	\[	*[788]	SOFTWARE[788]
73-75	13551-13552	.	*[788]	SOFTWARE[788]
73-76	13552-13553	.	*[788]	SOFTWARE[788]
73-77	13553-13554	.	*[788]	SOFTWARE[788]
73-78	13554-13555	,	*[788]	SOFTWARE[788]
73-79	13556-13557	:	*[788]	SOFTWARE[788]
73-80	13557-13558	-	*[788]	SOFTWARE[788]
73-81	13558-13559	1	*[788]	SOFTWARE[788]
73-82	13559-13560	\]	*[788]	SOFTWARE[788]
73-83	13560-13561	)	*[788]	SOFTWARE[788]
73-84	13570-13575	width	*[788]	SOFTWARE[788]
73-85	13576-13577	=	*[788]	SOFTWARE[788]
73-86	13578-13586	self.mlp	*[788]	SOFTWARE[788]
73-87	13586-13587	(	*[788]	SOFTWARE[788]
73-88	13587-13592	input	*[788]	SOFTWARE[788]
73-89	13592-13593	\[	*[788]	SOFTWARE[788]
73-90	13593-13594	.	*[788]	SOFTWARE[788]
73-91	13594-13595	.	*[788]	SOFTWARE[788]
73-92	13595-13596	.	*[788]	SOFTWARE[788]
73-93	13596-13597	,	*[788]	SOFTWARE[788]
73-94	13598-13599	:	*[788]	SOFTWARE[788]
73-95	13599-13600	-	*[788]	SOFTWARE[788]
73-96	13600-13601	1	*[788]	SOFTWARE[788]
73-97	13601-13602	\]	*[788]	SOFTWARE[788]
73-98	13602-13603	)	*[788]	SOFTWARE[788]
73-99	13613-13616	min	*[788]	SOFTWARE[788]
73-100	13617-13618	=	*[788]	SOFTWARE[788]
73-101	13619-13624	delta	*[788]	SOFTWARE[788]
73-102	13625-13626	-	*[788]	SOFTWARE[788]
73-103	13627-13640	fn.leaky\_relu	*[788]	SOFTWARE[788]
73-104	13640-13641	(	*[788]	SOFTWARE[788]
73-105	13641-13646	width	*[788]	SOFTWARE[788]
73-106	13646-13647	\[	*[788]	SOFTWARE[788]
73-107	13647-13648	.	*[788]	SOFTWARE[788]
73-108	13648-13649	.	*[788]	SOFTWARE[788]
73-109	13649-13650	.	*[788]	SOFTWARE[788]
73-110	13650-13651	,	*[788]	SOFTWARE[788]
73-111	13652-13653	\[	*[788]	SOFTWARE[788]
73-112	13653-13654	0	*[788]	SOFTWARE[788]
73-113	13654-13655	\]	*[788]	SOFTWARE[788]
73-114	13655-13656	\]	*[788]	SOFTWARE[788]
73-115	13656-13657	)	*[788]	SOFTWARE[788]
73-116	13666-13669	max	*[788]	SOFTWARE[788]
73-117	13670-13671	=	*[788]	SOFTWARE[788]
73-118	13672-13677	delta	*[788]	SOFTWARE[788]
73-119	13678-13679	+	*[788]	SOFTWARE[788]
73-120	13680-13693	fn.leaky\_relu	*[788]	SOFTWARE[788]
73-121	13693-13694	(	*[788]	SOFTWARE[788]
73-122	13694-13699	width	*[788]	SOFTWARE[788]
73-123	13699-13700	\[	*[788]	SOFTWARE[788]
73-124	13700-13701	.	*[788]	SOFTWARE[788]
73-125	13701-13702	.	*[788]	SOFTWARE[788]
73-126	13702-13703	.	*[788]	SOFTWARE[788]
73-127	13703-13704	,	*[788]	SOFTWARE[788]
73-128	13705-13706	\[	*[788]	SOFTWARE[788]
73-129	13706-13707	1	*[788]	SOFTWARE[788]
73-130	13707-13708	\]	*[788]	SOFTWARE[788]
73-131	13708-13709	\]	*[788]	SOFTWARE[788]
73-132	13709-13710	)	*[788]	SOFTWARE[788]
73-133	13720-13726	return	*[788]	SOFTWARE[788]
73-134	13727-13737	self.clamp	*[788]	SOFTWARE[788]
73-135	13737-13738	(	*[788]	SOFTWARE[788]
73-136	13738-13748	prev\_hedge	*[788]	SOFTWARE[788]
73-137	13748-13749	,	*[788]	SOFTWARE[788]
73-138	13750-13753	min	*[788]	SOFTWARE[788]
73-139	13753-13754	=	*[788]	SOFTWARE[788]
73-140	13754-13757	min	*[788]	SOFTWARE[788]
73-141	13757-13758	,	*[788]	SOFTWARE[788]
73-142	13759-13762	max	*[788]	SOFTWARE[788]
73-143	13762-13763	=	*[788]	SOFTWARE[788]
73-144	13763-13766	max	*[788]	SOFTWARE[788]
73-145	13766-13767	)	*[788]	SOFTWARE[788]
73-146	13770-13775	model	*[788]	SOFTWARE[788]
73-147	13776-13777	=	*[788]	SOFTWARE[788]
73-148	13778-13798	NoTransactionBandNet	*[788]	SOFTWARE[788]
73-149	13798-13799	(	*[788]	SOFTWARE[788]
73-150	13799-13809	derivative	*[788]	SOFTWARE[788]
73-151	13809-13810	)	*[788]	SOFTWARE[788]
73-152	13811-13817	hedger	*[788]	SOFTWARE[788]
73-153	13818-13819	=	*[788]	SOFTWARE[788]
73-154	13820-13826	Hedger	*[788]	SOFTWARE[788]
73-155	13826-13827	(	*[788]	SOFTWARE[788]
73-156	13827-13832	model	*[788]	SOFTWARE[788]
73-157	13832-13833	,	*[788]	SOFTWARE[788]
73-158	13834-13840	inputs	*[788]	SOFTWARE[788]
73-159	13840-13841	=	*[788]	SOFTWARE[788]
73-160	13841-13853	model.inputs	*[788]	SOFTWARE[788]
73-161	13853-13854	(	*[788]	SOFTWARE[788]
73-162	13854-13855	)	*[788]	SOFTWARE[788]
